id,customfields_candidateexp,applications_jobdetails_customfields_joblevel,applications_jobs_name,customfields_gender,customfields_candidateage,customfields_dateofbirth,customfields_language,applications_location_address,applications_jobdetails_hiringteam_hiringmanagers_name,applications_jobdetails_departments_name,customfields_hiredate,customfields_startdate,applications_offerdetails_resolvedat,applications_offerdetails_createdat,applications_appliedat,applications_jobdetails_openings_openedat,applications_jobdetails_openings_closedat,customfields_degree,customfields_discipline,applications_source_publicname,applications_rejectedat,applications_status,applications_jobdetails_status,applications_offerdetails_status,recruiter_name,applications_rejectionreason_name,applications_currentstage_name,applications_prospect,company,applications_jobdetails_customfields_salaryrange_maxvalue,applications_jobdetails_customfields_salaryrange_minvalue
3481504394917184233,2,L2,Customer Success Manager,Female,24,1998-07-26,Canada,Canada,,Customer Service,,,,2024-08-29,2024-08-30,2024-03-03,,BE,IS,LinkedIn,2024-09-03,rejected,Open,rejected,Deepan,Not Qualified,rejected,False,"Schneider, Gardner and Burns",120000,120000
3481504394917184234,2,L2,Junior UX Designer,Female,30,1998-11-29,Mexico,Mexico,,UI/UX,,,,2024-06-23,2024-06-24,2023-12-11,,HighSchool,CS,Referral,2024-06-28,rejected,Open,rejected,Subhajit,Location/Relocation,rejected,False,Watkins LLC,120000,190000
3481504394917184235,10,L6,Customer Success Manager,Female,27,1994-02-02,Mexico,Mexico,,Customer Service,,,,,2024-10-08,2024-03-03,,BE,AI,HRMarket,,active,Open,Pending,Mak,Location/Relocation,Review,True,Alvarez Ltd,210000,160000
3481504394917184236,10,L6,Platform Director,Male,31,1995-12-11,Canada,Canada,,Platform,,,,2024-08-04,2024-08-05,2024-03-10,,PhD,CS,HRMarket,2024-08-05,rejected,Closed,rejected,Deepan,Lack of Experience,rejected,False,Stafford Group,120000,100000
3481504394917184237,3,L2,HR Business Partner,Male,33,1993-03-16,Canada,Canada,,Human Resources,,,,,2024-10-16,2024-02-09,,Mtech,EC,HRMarket,,active,Open,Pending,Deepan,Not Qualified,Manager,True,Lowe-Brown,200000,100000
3481504394917184238,0,L1,Site Reliability Engineer,Female,30,2002-12-04,Canada,Canada,,IT,,,,2024-09-16,2024-09-17,2024-01-31,,PhD,AI,HRMarket,2024-09-22,rejected,Closed,rejected,Deepan,Failed Interview ,rejected,False,Jordan-Gray,160000,140000
3481504394917184239,1,L1,IT Support,Female,21,1999-03-24,China,China,,IT,,,,,2024-10-05,2023-12-20,2024-01-10,Mtech,EC,HRMarket,,active,Closed,Pending,Subhajit,Lack of Experience,Review,True,Brown-Martin,150000,100000
3481504394917184240,12,L6,Chief Sales Officer,Male,34,1994-01-01,India,India,,Sales,,,,,2024-10-25,2024-04-11,,Btech,CS,HRMarket,,active,Closed,Negotiation,Deepan,Lack of Experience,Review,True,"Parker, Allen and Stone",140000,170000
3481504394917184241,12,L6,Platform Engineer,Non-Binary,29,2002-08-06,USA,USA,,Platform,,,,2024-09-10,2024-09-11,2023-12-20,2024-01-10,Btech,AI,HRMarket,2024-09-16,rejected,Closed,rejected,Rajini,Failed Interview ,rejected,False,Johnson Ltd,190000,130000
3481504394917184242,12,L6,Brand Manager,Male,28,1996-01-11,India,India,,Marketing,,,,2024-05-01,2024-05-02,2024-05-01,,BE,EE,HRMarket,2024-05-05,rejected,Closed,rejected,Deepan,Failed Interview ,rejected,False,Simpson-Stein,180000,110000
3481504394917184243,3,L2,Senior Sales Manager,Male,22,2002-02-12,India,India,,Sales,,,,2024-04-26,2024-04-27,2024-02-23,,PhD,IS,Monster,2024-04-27,rejected,Closed,rejected,Subhajit,Location/Relocation,rejected,False,Jones PLC,180000,170000
3481504394917184244,7,L6,Head of Design,Non-Binary,29,1995-09-28,Mexico,Mexico,,UI/UX,,,,,2024-10-13,2024-06-25,,BE,EE,Others,,active,Open,Pending,Rajini,Lack of Experience,Review,True,Thomas-Stephens,180000,170000
3481504394917184245,2,L2,Platform Engineer,Male,25,1994-07-29,India,India,,Platform,,,,2024-07-13,2024-07-14,2023-12-20,2024-01-10,PhD,AI,Monster,2024-07-14,rejected,Closed,rejected,Subhajit,Not Qualified,rejected,False,"Parker, Allen and Stone",210000,150000
3481504394917184246,15,L6,Site Reliability Engineer,Male,33,1999-04-20,China,China,,IT,,,,,2024-10-23,2024-01-31,,Btech,IS,Others,,active,Closed,Pending,Mak,Location/Relocation,Manager,True,"Zuniga, Trujillo and Johnson",150000,140000
3481504394917184247,5,L4,HR Manager,Male,27,1996-04-18,India,India,,Human Resources,,,,,2024-10-25,2024-03-24,,BE,CS,HRMarket,,active,Closed,Pending,Naveen Yarra,Failed Interview ,Manager,True,Reyes-Clark,190000,150000
3481504394917184248,12,L6,Engagement Manager,Non-Binary,21,1995-09-25,USA,USA,,Customer Service,,,,,2024-10-26,2024-04-15,,BE,IS,Others,,active,Closed,Pending,John,Failed Interview ,Review,True,Pena-Calhoun,200000,170000
3481504394917184249,5,L4,Finance Manager,Female,33,1999-04-29,Canada,Canada,,Finance & Admin,,,,2024-01-30,2024-01-31,2024-01-30,,other,AI,Referral,2024-02-04,rejected,Open,rejected,Subhajit,Not Qualified,rejected,False,Hill-Whitney,130000,190000
3481504394917184250,7,L6,Technical Consultant,Non-Binary,23,1998-12-17,Canada,Canada,,Customer Service,,,,,2024-10-17,2023-12-09,2023-12-24,BE,IS,LinkedIn,,active,Closed,Pending,Rajini,Not Qualified,Review,True,Elliott Ltd,210000,190000
3481504394917184251,7,L6,Junior Backend Developer,Female,30,2002-06-08,USA,USA,,Platform,,,,,2024-10-19,2023-12-07,,PhD,AI,LinkedIn,,active,Open,Pending,Rajini,Failed Interview ,Manager,True,"Sanchez, Roach and Brooks",110000,130000
3481504394917184252,0,L1,Sales Manager,Female,32,2002-02-21,USA,USA,,Sales,,,,,2024-10-30,2023-12-25,2024-01-09,Mtech,AI,HRMarket,,active,Closed,Pending,Naveen Yarra,Location/Relocation,Review,True,Miller-Hill,210000,190000
3481504394917184253,2,L2,Senior Data Scientist,Male,21,1995-04-15,Mexico,Mexico,,Machine Learning,,,,2024-02-05,2024-02-06,2024-02-05,,HighSchool,EE,Monster,2024-02-07,rejected,Open,rejected,Mak,Lack of Experience,rejected,False,Camacho and Sons,130000,110000
3481504394917184254,1,L1,HR Business Partner,Female,23,1994-12-31,India,India,,Human Resources,,,,,2024-10-12,2024-02-09,,PhD,CS,HRMarket,,active,Open,Negotiation,Subhajit,Not Qualified,Review,True,Mathews-Yang,110000,120000
3481504394917184255,0,L1,HR Director,Male,34,2003-06-27,China,China,,Human Resources,,,,,2024-10-21,2024-05-20,,HighSchool,AI,HRMarket,,active,Closed,Pending,John,Lack of Experience,Manager,True,Clark LLC,210000,180000
3481504394917184256,0,L1,Senior Marketing Manager,Female,31,1995-09-19,Mexico,Mexico,,Marketing,,,,,2024-10-16,2024-01-20,,PhD,EE,HRMarket,,active,Open,Negotiation,Mak,Location/Relocation,Review,True,"Santos, Charles and Blair",170000,100000
3481504394917184257,4,L3,IT Manager,Male,22,1999-04-19,India,India,,IT,,,,,2024-10-29,2024-10-04,,other,EC,Others,,active,Closed,Negotiation,Deepan,Location/Relocation,Review,True,"Vasquez, Stein and Wheeler",120000,150000
3481504394917184258,4,L3,Team Lead,Non-Binary,31,1996-05-08,India,India,,Customer Service,,,,,2024-10-11,2024-02-12,,Btech,EC,HRMarket,,active,Open,Pending,Subhajit,Location/Relocation,HR,True,Pena-Calhoun,160000,120000
3481504394917184259,0,L1,Accounts Associate,Male,24,1991-09-01,China,China,,Finance & Admin,,,,2024-05-30,2024-05-31,2023-12-12,2024-01-06,BE,AI,HRMarket,2024-06-01,rejected,Closed,rejected,Rajini,Not Qualified,rejected,False,Taylor LLC,170000,150000
3481504394917184260,10,L6,System Administrator,Male,31,2001-03-12,China,China,,IT,,,,2024-10-27,2024-10-28,2023-12-04,2023-12-27,Mtech,CS,HRMarket,2024-11-02,rejected,Closed,rejected,John,Location/Relocation,rejected,False,"Wolfe, Sanchez and Parrish",150000,150000
3481504394917184261,2,L2,Senior Backend Developer,Female,21,1997-08-02,Canada,Canada,,Platform,,,,,2024-10-04,2024-01-05,,BE,CS,HRMarket,,active,Open,Pending,Rajini,Not Qualified,Review,True,"Vasquez, Stein and Wheeler",190000,130000
3481504394917184262,7,L6,HR Business Partner,Non-Binary,25,1992-07-04,Mexico,Mexico,,Human Resources,,,,,2024-10-08,2024-02-09,,Btech,CS,HRMarket,,active,Open,Pending,Rajini,Location/Relocation,HR,True,Velez-Hays,110000,180000
3481504394917184263,5,L4,HR Assistant,Male,33,1998-03-07,Canada,Canada,,Human Resources,,,,2024-03-20,2024-03-21,2024-03-10,,Btech,EC,HRMarket,2024-03-24,rejected,Open,rejected,Rajini,Lack of Experience,rejected,False,Jones Group,170000,100000
3481504394917184264,12,L6,Backend Developer,Female,21,1995-09-24,USA,USA,,Platform,,,,2024-10-03,2024-10-04,2023-12-12,2024-01-06,Mtech,EC,Others,2024-10-04,rejected,Closed,rejected,Mak,Failed Interview ,rejected,False,Knox PLC,110000,190000
3481504394917184265,0,L1,Senior Frontend Developer,Female,29,2000-06-12,Mexico,Mexico,,UI/UX,,,,,2024-10-07,2023-11-23,2023-12-23,BE,IS,HRMarket,,active,Closed,Pending,Deepan,Failed Interview ,Manager,True,"Orozco, Anderson and Lewis",200000,110000
3481504394917184266,4,L3,Senior UX Designer,Male,33,1996-07-07,USA,USA,,UI/UX,,,,,2024-10-04,2024-02-09,,HighSchool,IS,HRMarket,,active,Closed,Pending,Deepan,Failed Interview ,Screening,True,Taylor LLC,130000,120000
3481504394917184267,10,L6,HR Generalist,Male,24,2001-03-31,USA,USA,,Human Resources,,,,2024-02-13,2024-02-14,2024-02-13,,Mtech,AI,Referral,2024-02-14,rejected,Open,rejected,Rajini,Lack of Experience,rejected,False,"Munoz, Novak and Watson",110000,100000
3481504394917184268,4,L3,Junior UX Designer,Female,23,2002-09-16,Mexico,Mexico,,UI/UX,,,,,2024-10-12,2023-12-11,,BE,CS,Monster,,active,Open,Pending,Naveen Yarra,Lack of Experience,Screening,True,"Santos, Charles and Blair",190000,160000
3481504394917184269,15,L6,Sales Associate,Male,26,1993-04-01,USA,USA,,Sales,,,,2024-08-20,2024-08-21,2023-12-08,2023-12-30,BE,EC,LinkedIn,2024-08-24,rejected,Closed,rejected,Rajini,Location/Relocation,rejected,False,Sanchez-Phillips,180000,150000
3481504394917184270,3,L2,Tax Consultant,Female,33,1994-08-31,India,India,,Finance & Admin,,,,,2024-10-23,2024-03-30,2024-04-23,Mtech,CS,Referral,,active,Closed,Pending,Mak,Lack of Experience,Manager,True,Small Group,110000,150000
3481504394917184271,5,L4,Platform Director,Male,27,2002-12-16,China,China,,Platform,,,,2024-04-28,2024-04-29,2024-03-10,,BE,AI,HRMarket,2024-05-03,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Sullivan LLC,110000,190000
3481504394917184272,15,L6,Finance Manager,Female,23,1992-10-06,China,China,,Finance & Admin,,,,2024-03-24,2024-03-25,2024-01-30,,HighSchool,EC,Monster,2024-03-29,rejected,Open,rejected,Subhajit,Failed Interview ,rejected,False,Campbell-Curtis,140000,190000
3481504394917184273,12,L6,Senior UX Designer,Male,34,1995-04-15,Mexico,Mexico,,UI/UX,,,,,2024-10-23,2024-02-09,,PhD,EE,HRMarket,,active,Closed,Pending,John,Not Qualified,Review,True,Thornton LLC,120000,180000
3481504394917184274,5,L4,Assistant Manager,Female,29,2003-11-10,Canada,Canada,,Management,,,,,2024-10-05,2024-01-10,,other,IS,HRMarket,,active,Closed,Negotiation,Rajini,Lack of Experience,Review,True,"Wilson, Mahoney and Peck",150000,140000
3481504394917184275,10,L6,Data Scientist,Male,24,1995-02-14,USA,USA,,Machine Learning,,,,,2024-10-12,2023-12-07,2024-01-05,BE,EC,Referral,,active,Closed,Pending,Mak,Not Qualified,Technical,True,Jones-Wilson,170000,100000
3481504394917184276,0,L1,Network Engineer,Male,30,2003-07-12,USA,USA,,IT,,,,,2024-10-28,2023-12-30,2024-01-14,PhD,IS,LinkedIn,,active,Closed,Pending,John,Lack of Experience,Technical,True,Mercer Group,110000,150000
3481504394917184277,3,L2,Technical Consultant,Male,32,1994-12-15,India,India,,Customer Service,,,,2024-09-03,2024-09-04,2023-12-09,2023-12-24,Mtech,IS,HRMarket,2024-09-09,rejected,Closed,rejected,John,Not Qualified,rejected,False,Watts-Harris,140000,100000
3481504394917184278,10,L6,HR Generalist,Female,24,1995-02-06,USA,USA,,Human Resources,,,,,2024-10-04,2024-02-13,,BE,CS,HRMarket,,active,Open,Negotiation,Deepan,Location/Relocation,Review,True,Murphy-Scott,190000,130000
3481504394917184279,1,L1,Engagement Manager,Female,30,1996-07-06,USA,USA,,Customer Service,,,,2024-10-27,2024-10-28,2024-04-15,,BE,IS,Others,2024-10-28,rejected,Closed,rejected,Deepan,Failed Interview ,rejected,False,Terrell Inc,110000,150000
3481504394917184280,5,L4,Financial Analyst,Female,32,1997-06-25,USA,USA,,Finance & Admin,,,,,2024-10-19,2023-12-12,2024-01-03,Btech,CS,LinkedIn,,active,Closed,Pending,Naveen Yarra,Failed Interview ,Manager,True,"Ware, Davis and Fernandez",150000,190000
3481504394917184281,12,L6,Operations Manager,Male,24,2002-06-08,USA,USA,,Management,,,,,2024-10-08,2024-03-10,,Mtech,CS,Referral,,active,Closed,Negotiation,Subhajit,Lack of Experience,Review,True,Cameron PLC,130000,150000
3481504394917184282,15,L6,Senior Backend Developer,Non-Binary,34,2000-09-20,USA,USA,,Platform,,,,2024-04-15,2024-04-16,2024-01-05,,BE,CS,HRMarket,2024-04-20,rejected,Open,rejected,Subhajit,Lack of Experience,rejected,False,Levy LLC,150000,170000
3481504394917184283,4,L3,Platform Director,Female,33,2003-09-10,USA,USA,,Platform,,,,,2024-10-02,2024-03-10,,Mtech,IS,Monster,,active,Closed,Pending,Naveen Yarra,Not Qualified,Review,True,Yang Ltd,160000,180000
3481504394917184284,0,L1,HR Director,Female,23,2000-11-05,Canada,Canada,,Human Resources,,,,,2024-10-06,2024-05-20,,Btech,CS,LinkedIn,,active,Closed,Pending,Naveen Yarra,Location/Relocation,Technical,True,Clark LLC,210000,110000
3481504394917184285,7,L6,HR Director,Female,30,1991-11-01,USA,USA,,Human Resources,,,,,2024-10-12,2024-05-20,,Mtech,CS,Internal,,active,Closed,Negotiation,Naveen Yarra,Location/Relocation,Review,True,"Mcfarland, Valdez and Nelson",140000,190000
3481504394917184286,3,L2,General Manager,Male,26,1997-09-02,USA,USA,,Management,,,,2024-01-30,2024-01-31,2024-01-06,2024-02-07,BE,AI,LinkedIn,2024-02-03,rejected,Closed,rejected,Naveen Yarra,Not Qualified,rejected,False,Hicks-Copeland,200000,160000
3481504394917184287,0,L1,Customer Service Associate,Male,21,2000-10-11,Canada,Canada,,Customer Service,,,,,2024-10-24,2023-12-14,2024-01-04,PhD,IS,LinkedIn,,active,Closed,Negotiation,Deepan,Lack of Experience,Review,True,"Wood, Scott and Thomas",180000,180000
3481504394917184288,15,L6,Project Manager,Non-Binary,26,1993-02-11,Canada,Canada,,Management,,,,,2024-10-07,2024-07-25,,PhD,EC,HRMarket,,active,Open,Pending,Subhajit,Location/Relocation,Review,True,Alvarez Ltd,130000,120000
3481504394917184289,5,L4,Engagement Manager,Male,27,1991-09-01,Canada,Canada,,Customer Service,,,,,2024-10-04,2024-04-15,,BE,EE,Others,,active,Closed,Pending,Rajini,Lack of Experience,Technical,True,Jones PLC,210000,150000
3481504394917184290,5,L4,Sales Executive,Male,25,1993-12-29,India,India,,Sales,,,,,2024-10-28,2023-12-02,2023-12-29,HighSchool,EC,HRMarket,,active,Closed,Pending,Rajini,Failed Interview ,Review,True,Small Group,170000,100000
3481504394917184291,1,L1,Tax Consultant,Female,29,1993-04-15,USA,USA,,Finance & Admin,,,,2024-05-26,2024-05-27,2024-03-30,2024-04-23,PhD,CS,LinkedIn,2024-05-28,rejected,Closed,rejected,Deepan,Not Qualified,rejected,False,Campbell-Curtis,170000,180000
3481504394917184292,10,L6,Support Specialist,Male,33,1993-11-02,USA,USA,,Customer Service,,,,,2024-10-27,2023-12-21,2024-01-15,Btech,CS,HRMarket,,active,Closed,Pending,Subhajit,Location/Relocation,HR,True,Hughes Group,180000,120000
3481504394917184293,10,L6,Frontend Developer,Female,24,1993-03-17,USA,USA,,UI/UX,,,,,2024-10-17,2023-12-02,2023-12-26,PhD,AI,HRMarket,,active,Closed,Pending,Mak,Lack of Experience,Review,True,Hansen-Thompson,130000,180000
3481504394917184294,10,L6,Platform Director,Male,32,1993-12-12,Mexico,Mexico,,Platform,,,,2024-03-10,2024-03-11,2024-03-10,,BE,CS,HRMarket,2024-03-16,rejected,Closed,rejected,John,Lack of Experience,rejected,False,Murphy-Scott,120000,150000
3481504394917184295,10,L6,Senior Backend Developer,Male,34,2001-01-05,India,India,,Platform,,,,,2024-10-12,2024-01-05,,other,CS,LinkedIn,,active,Open,Pending,Rajini,Location/Relocation,Screening,True,"Wilson, Mahoney and Peck",180000,190000
3481504394917184296,7,L6,MLOps Engineer,Non-Binary,28,1995-12-04,Mexico,Mexico,,Machine Learning,,,,,2024-10-22,2023-12-05,2023-12-30,BE,CS,HRMarket,,active,Closed,Negotiation,John,Lack of Experience,Review,True,Yang Ltd,210000,120000
3481504394917184297,4,L3,HR Business Partner,Male,33,2001-05-06,Canada,Canada,,Human Resources,,,,2024-02-29,2024-03-01,2024-02-09,,PhD,IS,Others,2024-03-06,rejected,Open,rejected,Rajini,Failed Interview ,rejected,False,Stafford Group,160000,100000
3481504394917184298,7,L6,Senior IT Manager,Female,26,1997-05-20,USA,USA,,IT,,,,,2024-10-04,2024-03-20,,Btech,EC,LinkedIn,,active,Closed,Pending,John,Not Qualified,Review,True,Wilson LLC,110000,190000
3481504394917184299,1,L1,Senior Frontend Developer,Male,32,2001-02-10,Mexico,Mexico,,UI/UX,,,,,2024-10-24,2023-11-23,2023-12-23,BE,IS,Monster,,active,Closed,Negotiation,Rajini,Failed Interview ,Review,True,Schroeder-Allen,190000,100000
3481504394917184300,3,L2,Accounts Associate,Male,21,1995-12-21,China,China,,Finance & Admin,,,,2024-06-17,2024-06-18,2023-12-12,2024-01-06,PhD,EC,HRMarket,2024-06-22,rejected,Closed,rejected,John,Location/Relocation,rejected,False,Stafford Group,120000,180000
3481504394917184301,0,L1,Sales Executive,Male,30,2000-09-04,Canada,Canada,,Sales,,,,2024-09-25,2024-09-26,2023-12-02,2023-12-29,Mtech,AI,HRMarket,2024-09-30,rejected,Closed,rejected,Subhajit,Lack of Experience,rejected,False,Ingram-Horn,130000,140000
3481504394917184302,15,L6,Marketing Analyst,Female,26,1993-09-09,USA,USA,,Marketing,,,,2024-02-07,2024-02-08,2023-12-28,,HighSchool,IS,LinkedIn,2024-02-09,rejected,Open,rejected,John,Not Qualified,rejected,False,Black-Washington,170000,110000
3481504394917184303,1,L1,Frontend Developer,Male,21,1999-06-15,USA,USA,,UI/UX,,,,,2024-10-14,2023-12-02,2023-12-26,BE,CS,HRMarket,,active,Closed,Pending,Mak,Location/Relocation,Screening,True,Hill-Whitney,160000,190000
3481504394917184304,10,L6,Management Trainee,Female,33,1996-06-28,USA,USA,,Management,,,,2024-05-20,2024-05-21,2023-12-29,,PhD,AI,HRMarket,2024-05-22,rejected,Open,rejected,John,Failed Interview ,rejected,False,Mcintosh Group,110000,180000
3481504394917184305,12,L6,IT Manager,Male,32,1993-12-18,China,China,,IT,,,,,2024-10-10,2024-10-04,,Btech,IS,LinkedIn,,active,Closed,Negotiation,Deepan,Lack of Experience,Review,True,Brown-Martin,140000,180000
3481504394917184306,3,L2,Account Manager,Male,33,1997-03-28,India,India,,Finance & Admin,,,,,2024-10-05,2024-06-25,,Btech,CS,HRMarket,,active,Closed,Pending,Rajini,Not Qualified,Technical,True,Ellis-Meadows,150000,180000
3481504394917184307,5,L4,Frontend Developer,Male,23,2001-08-16,USA,USA,,UI/UX,,,,,2024-10-14,2023-12-02,2023-12-26,PhD,CS,HRMarket,,active,Closed,Negotiation,Naveen Yarra,Location/Relocation,Review,True,"Salinas, Payne and Fuller",200000,160000
3481504394917184308,2,L2,Marketing Associate,Male,27,1999-09-03,USA,USA,,Marketing,,,,2024-05-10,2024-05-11,2023-12-27,,Mtech,CS,HRMarket,2024-05-13,rejected,Open,rejected,Rajini,Failed Interview ,rejected,False,Mathews-Yang,110000,170000
3481504394917184309,12,L6,Account Manager,Male,27,2000-01-10,India,India,,Finance & Admin,,,,,2024-10-12,2024-06-25,,PhD,EE,Referral,,active,Closed,Pending,Subhajit,Failed Interview ,Screening,True,Morris-Williams,140000,130000
3481504394917184310,5,L4,Regional Sales Manager,Female,22,1995-07-24,USA,USA,,Sales,,,,,2024-10-28,2023-12-17,2024-01-11,PhD,EE,LinkedIn,,active,Closed,Negotiation,Mak,Location/Relocation,Review,True,Hill-Whitney,170000,130000
3481504394917184311,12,L6,Marketing Associate,Female,30,2002-07-09,USA,USA,,Marketing,,,,2024-06-14,2024-06-15,2023-12-27,,PhD,CS,Referral,2024-06-17,rejected,Open,rejected,Deepan,Failed Interview ,rejected,False,"Rogers, Harrison and Norris",110000,130000
3481504394917184312,7,L6,Sales Executive,Male,24,1997-08-31,Canada,Canada,,Sales,,,,2024-02-01,2024-02-02,2023-12-02,2023-12-29,Mtech,EC,Others,2024-02-04,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Taylor-Montgomery,190000,160000
3481504394917184313,15,L6,Support Specialist,Female,25,1995-01-14,USA,USA,,Customer Service,,,,2024-07-29,2024-07-30,2023-12-21,2024-01-15,BE,IS,Internal,2024-08-03,rejected,Closed,rejected,Rajini,Failed Interview ,rejected,False,"Schneider, Gardner and Burns",170000,160000
3481504394917184314,0,L1,Account Manager,Male,25,1995-05-10,India,India,,Finance & Admin,,,,,2024-10-23,2024-06-25,,BE,EC,HRMarket,,active,Closed,Pending,Mak,Lack of Experience,Review,True,Hoffman Inc,180000,190000
3481504394917184315,10,L6,UX Designer,Female,32,1998-10-13,USA,USA,,UI/UX,,,,,2024-10-06,2023-12-19,,Mtech,AI,Monster,,active,Open,Pending,Deepan,Lack of Experience,Technical,True,Elliott Ltd,180000,120000
3481504394917184316,0,L1,Network Engineer,Female,30,1999-07-12,USA,USA,,IT,,,,,2024-10-01,2023-12-30,2024-01-14,BE,EC,LinkedIn,,active,Closed,Negotiation,Rajini,Failed Interview ,Review,True,"Orozco, Anderson and Lewis",110000,140000
3481504394917184317,0,L1,Sales Manager,Male,31,2002-09-12,USA,USA,,Sales,,,,2024-01-02,2024-01-03,2023-12-25,2024-01-09,BE,CS,LinkedIn,2024-01-07,rejected,Closed,rejected,Mak,Location/Relocation,rejected,False,"Garza, Wilson and Parker",150000,120000
3481504394917184318,15,L6,Platform Director,Male,34,1992-05-25,USA,USA,,Platform,,,,2024-05-15,2024-05-16,2024-03-10,,BE,AI,Others,2024-05-20,rejected,Closed,rejected,Subhajit,Failed Interview ,rejected,False,"Kane, West and Lawrence",180000,170000
3481504394917184319,7,L6,Recruiter,Male,24,1990-12-08,India,India,,Human Resources,,,,2024-02-08,2024-02-09,2024-01-09,,BE,EC,LinkedIn,2024-02-10,rejected,Open,rejected,Subhajit,Not Qualified,rejected,False,Huerta Group,170000,160000
3481504394917184320,2,L2,Sales Executive,Female,24,2001-09-13,USA,USA,,Sales,,,,2024-09-29,2024-09-30,2023-12-02,2023-12-29,Mtech,AI,HRMarket,2024-10-04,rejected,Closed,rejected,Subhajit,Lack of Experience,rejected,False,Black-Washington,130000,170000
3481504394917184321,12,L6,MLOps Engineer,Male,24,1998-03-20,USA,USA,,Machine Learning,,,,2024-03-14,2024-03-15,2023-12-05,2023-12-30,Btech,other,HRMarket,2024-03-19,rejected,Closed,rejected,Rajini,Failed Interview ,rejected,False,Bender-Thomas,150000,190000
3481504394917184322,0,L1,Senior IT Manager,Non-Binary,31,1997-04-14,USA,USA,,IT,,,,,2024-10-23,2024-03-20,,BE,AI,Monster,,active,Closed,Negotiation,Mak,Lack of Experience,Review,True,Stafford Group,160000,140000
3481504394917184323,4,L3,UI/UX Manager,Male,31,2001-04-08,India,India,,UI/UX,,,,2024-03-26,2024-03-27,2024-03-03,,Btech,IS,HRMarket,2024-03-30,rejected,Open,rejected,Mak,Location/Relocation,rejected,False,"Clark, Hall and Blackburn",190000,100000
3481504394917184324,4,L3,Site Reliability Engineer,Male,28,1992-10-05,Canada,Canada,,IT,,,,,2024-10-23,2024-01-31,,BE,CS,LinkedIn,,active,Closed,Negotiation,Subhajit,Location/Relocation,Review,True,Yang Ltd,190000,170000
3481504394917184325,2,L2,IT Director,Male,27,1996-12-01,Canada,Canada,,IT,,,,2024-07-20,2024-07-21,2024-03-26,,HighSchool,AI,HRMarket,2024-07-26,rejected,Open,rejected,Naveen Yarra,Lack of Experience,rejected,False,"Salinas, Payne and Fuller",210000,120000
3481504394917184326,0,L1,Senior Sales Manager,Female,33,1999-02-22,Mexico,Mexico,,Sales,,,,2024-08-16,2024-08-17,2024-02-23,,Btech,IS,LinkedIn,2024-08-18,rejected,Closed,rejected,Rajini,Location/Relocation,rejected,False,"Collins, Harper and Armstrong",190000,190000
3481504394917184327,5,L4,UI/UX Manager,Non-Binary,23,1994-06-03,Canada,Canada,,UI/UX,,,,2024-03-03,2024-03-04,2024-03-03,,HighSchool,CS,HRMarket,2024-03-07,rejected,Open,rejected,Rajini,Location/Relocation,rejected,False,"Scott, Smith and Dunn",200000,150000
3481504394917184328,7,L6,Regional Sales Manager,Male,25,1991-12-20,India,India,,Sales,,,,2024-06-24,2024-06-25,2023-12-17,2024-01-11,Btech,CS,HRMarket,2024-06-28,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Watson LLC,150000,100000
3481504394917184329,2,L2,Customer Service Associate,Female,23,1998-07-31,USA,USA,,Customer Service,,,,2024-06-02,2024-06-03,2023-12-14,2024-01-04,HighSchool,IS,HRMarket,2024-06-08,rejected,Closed,rejected,Mak,Lack of Experience,rejected,False,"Cox, Thomas and Pineda",130000,140000
3481504394917184330,0,L1,Senior UX Designer,Female,22,1997-02-15,Canada,Canada,,UI/UX,,,,2024-02-09,2024-02-10,2024-02-09,,Btech,IS,HRMarket,2024-02-15,rejected,Closed,rejected,Rajini,Not Qualified,rejected,False,"Santos, Charles and Blair",180000,160000
3481504394917184331,3,L2,General Manager,Non-Binary,26,1994-01-26,USA,USA,,Management,,,,2024-06-12,2024-06-13,2024-01-06,2024-02-07,PhD,AI,HRMarket,2024-06-17,rejected,Closed,rejected,Rajini,Not Qualified,rejected,False,"Pierce, Wagner and Page",210000,120000
3481504394917184332,15,L6,Senior Sales Manager,Male,30,1996-12-13,USA,USA,,Sales,,,,2024-09-06,2024-09-07,2024-02-23,,PhD,CS,HRMarket,2024-09-07,rejected,Closed,rejected,Subhajit,Failed Interview ,rejected,False,Pena-Calhoun,150000,170000
3481504394917184333,3,L2,Sales Executive,Non-Binary,28,1999-10-23,Mexico,Mexico,,Sales,,,,2024-01-30,2024-01-31,2023-12-02,2023-12-29,BE,CS,Referral,2024-01-31,rejected,Closed,rejected,Rajini,Failed Interview ,rejected,False,Stafford Group,150000,160000
3481504394917184334,1,L1,ML Director,Female,25,2003-02-13,India,India,,Machine Learning,,,,,2024-10-24,2024-10-23,,Mtech,EE,Monster,,active,Closed,Pending,Mak,Failed Interview ,Technical,True,"Zuniga, Trujillo and Johnson",200000,140000
3481504394917184335,0,L1,Customer Service Associate,Male,25,1999-05-15,USA,USA,,Customer Service,,,,2024-06-16,2024-06-17,2023-12-14,2024-01-04,Btech,CS,HRMarket,2024-06-17,rejected,Closed,rejected,Deepan,Lack of Experience,rejected,False,"Greene, Drake and Cobb",170000,120000
